ags,election_year,turnout,cdu_csu,spd,gruene,fdp,linke_pds,afd,bsw,number_voters,eligible_voters
03359000,2006,0.5179,0.4276,0.3379,0.0727,0.0467,0.0164,,,81989,158313
03359000,2011,0.5202,0.3739,0.32,0.1317,0.0227,0.0193,,,83851,161176
03359000,2016,0.5761,0.341,0.2809,0.1038,0.0389,0.0274,0.0884,,95792,166291
03359000,2021,0.5708,0.3303,0.2522,0.1451,0.0596,0.0256,0.0469,,96080,168325
03360000,1991,0.7205,0.491,0.3813,,0.0443,,,,54448,75574
03360000,1996,0.678,0.4785,0.355,0.1137,0.0327,,,,53537,78961
03360000,2001,0.6259,0.4881,0.3536,0.0741,0.0336,0.0076,,,49697,79401
03360000,2006,0.5698,0.4436,0.348,0.0735,0.0446,,,,45539,79925
03360000,2011,0.5641,0.3967,0.3079,0.1541,0.03,,,,44507,78906
03360000,2016,0.5737,0.3601,0.2706,0.1356,0.0352,0.0159,0.0768,,45074,78565
03360000,2021,0.5999,0.3557,0.2366,0.1678,0.0585,0.0175,0.0509,,46885,78150
03361000,1991,0.7125,0.4049,0.4231,0.1079,0.0641,,,,65657,92149
03361000,1996,0.6256,0.3943,0.4092,0.1372,0.0593,,,,62777,100350
03361000,2001,0.5477,0.3941,0.401,0.0879,0.0841,,,,56888,103870
03361000,2006,0.5485,0.3723,0.3924,0.1004,0.07,,,,58573,106788
03361000,2011,0.5344,0.3626,0.3716,0.1788,0.0332,0.0217,,,57718,108004
03361000,2016,0.5662,0.3543,0.3125,0.1425,0.0472,0.0314,0.0925,,62465,110327
03361000,2021,0.5946,0.3478,0.3005,0.1823,0.0674,0.0234,0.0509,,66184,111307
03401000,1991,0.6063,0.336,0.437,0.0751,0.0491,,,,35134,57946
03401000,1996,0.5114,0.3182,0.4237,0.0743,0.0395,,,,30840,60301
03401000,2001,0.3956,0.3652,0.3985,0.0657,0.0666,0.008,,,23347,59024
03401000,2006,0.4232,0.2741,0.4288,0.0437,0.105,,,,25288,59752
03401000,2011,0.4299,0.2581,0.3327,0.1466,0.0434,0.0347,,,25850,60124
03401000,2016,0.4477,0.2339,0.3161,0.0721,0.074,0.0403,0.1515,,27798,62091
03401000,2021,0.4692,0.2827,0.2902,0.1043,0.106,0.0382,0.083,,28580,60907
03402000,1991,0.5985,0.2738,0.6431,,0.0832,,,,23573,39385
03402000,1996,0.568,0.2587,0.5611,0.1037,0.0604,,,,23185,40816
03402000,2001,0.5197,0.2629,0.3946,0.0772,0.2429,0.0224,,,20780,39984
03402000,2006,0.4488,0.1923,0.5413,0.0775,0.1506,0.0383,,,18169,40483
03402000,2011,0.4582,0.2131,0.5153,0.1537,0.0857,0.0321,,,18808,41049
03402000,2016,0.4898,0.1913,0.31,0.1134,0.1209,0.0529,,,20142,41125
03402000,2021,0.4695,0.1799,0.3563,0.142,0.127,0.0515,,,18664,39755
03403000,1991,0.5983,0.3648,0.4138,0.1296,0.0722,,,,67916,113507
03403000,1996,0.5626,0.3284,0.3496,0.1835,0.0533,,,,67773,120466
03403000,2001,0.4948,0.3049,0.4012,0.1361,0.0824,0.0393,,,59911,121078
03403000,2006,0.4441,0.2599,0.3275,0.2124,0.0634,0.0725,,,55458,124867
03403000,2011,0.4742,0.2062,0.3404,0.2729,0.0299,0.0614,,,61279,129236
03403000,2016,0.5358,0.2222,0.3268,0.1913,0.0485,0.0989,0.0476,,71262,133010
03403000,2021,0.538,0.1779,0.29,0.3119,0.0531,0.0796,0.0272,,72723,135173
03404000,1991,0.6381,0.4101,0.4065,0.117,0.0664,,,,76912,120527
03404000,1996,0.5889,0.4159,0.3876,0.1249,0.0517,,,,74905,127202
03404000,2001,0.5034,0.4301,0.3167,0.1027,0.1089,0.0114,,,62017,123204
03404000,2006,0.4712,0.3841,0.3473,0.1211,0.0996,,,,58258,123646
03404000,2011,0.4586,0.3517,0.2988,0.2091,0.0461,0.0343,,,57246,124824
03404000,2016,0.5123,0.3759,0.2489,0.1815,0.0593,0.0476,,,67151,131077
03404000,2021,0.5335,0.2564,0.2334,0.2921,0.064,0.0463,0.0192,,70067,131323
03405000,1991,0.5992,0.3556,0.4613,0.0733,0.0366,,,,43047,71836
03405000,1996,0.5833,0.3516,0.4306,0.0862,0.0247,,,,41649,71401
